cui,pretty_name,types,ID,LABEL,source,Count
C0240318,Mediastinal mass,['Finding'],ANTERIOR MEDIASTINAL MASS,ANTERIOR MEDIASTINAL MASS,Admission,
C0347812,Supracondylar fracture femur,['Injury or Poisoning'],BILATERAL FEMUR FRACTURES,BILATERAL FEMUR FRACTURES,Admission,
C4317009,Diverticular Diseases,['Disease or Syndrome'],DIVERTICULAR BLEED,DIVERTICULAR BLEED,Admission,
C1299435,Progressive Angina,['Disease or Syndrome'],PROGRESSIVE ANGINA,PROGRESSIVE ANGINA,Admission,
C1290483,Congenital stenosis of cardiac valve,['Congenital Abnormality'],STENOSIS\CARDIAC CATH,STENOSIS\CARDIAC CATH,Admission,
C0085639,Falls,['Finding'],SP FALL,SP FALL,Admission,
C0401020,Intra-abdominal collection,['Sign or Symptom'],RESOLVING ABDOMINAL COLLECTION/SDA,RESOLVING ABDOMINAL COLLECTION/SDA,Admission,
C0018801,Heart failure,['Disease or Syndrome'],HEART FAILURE/A-FIB,HEART FAILURE/A-FIB,Admission,
C1260884,Rheumatic mitral valve stenosis AND aortic valve insufficiency,['Disease or Syndrome'],MITRAL AND AORTIC VALVES INSUFFICIENCY\CATH,MITRAL AND AORTIC VALVES INSUFFICIENCY\CATH,Admission,
C0345047,Ascending aortic atresia,['Congenital Abnormality'],ASCENDING AORTIC MASS,ASCENDING AORTIC MASS,Admission,
C1997241,History of maze procedure for atrial fibrillation,['Finding'],ATRIAL FIBRILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION /SDA,ATRIAL FIBRILLATION\BILATERAL THORACOSCOPIC MINI MAZE PROCEDURE WITH LEFT ATRIAL APPENDAGE RESECTION /SDA,Admission,
C0396052,Acquired Laryngeal Stenosis,['Acquired Abnormality'],LARYNGEAL STENOSIS/SDA,LARYNGEAL STENOSIS/SDA,Admission,
C0740385,"Aneurysm, Middle Cerebral Artery",['Anatomical Abnormality'],LEFT MIDDLE CEREBRAL ARTERY ANEURYSM/SDA,LEFT MIDDLE CEREBRAL ARTERY ANEURYSM/SDA,Admission,
C0521712,Corneal non-healing epithelial ulcer,['Disease or Syndrome'],NON-HEALING ULCER RIGHT FIRST TOE,NON-HEALING ULCER RIGHT FIRST TOE,Admission,
C0587043,Right ventricular thrombus,['Disease or Syndrome'], RIGHT VENTRICULAR THROMBUS, RIGHT VENTRICULAR THROMBUS,Admission,
C1997241,History of maze procedure for atrial fibrillation,['Finding'],ATRIAL FIBRILLATION\THORACOSCOPIC MAZE PROCEDURE BILATERAL,ATRIAL FIBRILLATION\THORACOSCOPIC MAZE PROCEDURE BILATERAL,Admission,
C0013182,Drug Allergy,['Pathologic Function'],ALLERGY,ALLERGY,Admission,
C0026266,Mitral Valve Insufficiency,['Disease or Syndrome'],MITRAL REGURGITATION\SEPTAL MYOMECTOMY ? MITRAL VALVE REPLACEMENT /SDA,MITRAL REGURGITATION\SEPTAL MYOMECTOMY ? MITRAL VALVE REPLACEMENT /SDA,Admission,
C0264690,Left anterior descending coronary artery thrombosis,['Disease or Syndrome'],LEFT ANTERIOR DESCENDING ARTERY PERFERATION,LEFT ANTERIOR DESCENDING ARTERY PERFERATION,Admission,
C0856747,"Aneurysm, Ascending Aorta",['Anatomical Abnormality'],ASCENDING ANEURYSM \ASCENDIONG AORTA/ HEMI-ARCH REPLACEMENT,ASCENDING ANEURYSM \ASCENDIONG AORTA/ HEMI-ARCH REPLACEMENT,Admission,
C0444720,Circulatory arrest,['Disease or Syndrome'], W/ DEEP HYPERTHERMIC CIRCULATORY ARREST/SDA, W/ DEEP HYPERTHERMIC CIRCULATORY ARREST/SDA,Admission,
C1303258,Acute ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'], ST ELEVATED MYOCARDIAL INFARCTION\CORONARY ANGIOGRAPHY, ST ELEVATED MYOCARDIAL INFARCTION\CORONARY ANGIOGRAPHY,Admission,
C0265010,Ruptured thoracic aortic aneurysm,['Disease or Syndrome'],THORACIC ANEURYSM WITH MENTION OF RUPTURE\OPEN DESCENDING THORACIC AORTIC ANEURYSM REPAIR /SDA,THORACIC ANEURYSM WITH MENTION OF RUPTURE\OPEN DESCENDING THORACIC AORTIC ANEURYSM REPAIR /SDA,Admission,
C0014009,Empyema,['Disease or Syndrome'],PNEUMONIA E/EMPYEMA,PNEUMONIA E/EMPYEMA,Admission,
C0011175,Dehydration,['Disease or Syndrome'],"MS CHANGE, DEHYDRATION","MS CHANGE, DEHYDRATION",Admission,
C0340484,Ventricular tachycardia with normal heart,['Disease or Syndrome'],VENTRICULAR TACHYCARDIA\LEFT HEART CATH,VENTRICULAR TACHYCARDIA\LEFT HEART CATH,Admission,
C1565489,Renal Insufficiency,['Disease or Syndrome'],RENAL INSUFFICIENCY\RIGHT CAROTID ANGIOGRAM,RENAL INSUFFICIENCY\RIGHT CAROTID ANGIOGRAM,Admission,
C0013687,effusion,['Pathologic Function'],BIL.PLEURAL EFFUSION,BIL.PLEURAL EFFUSION,Admission,
C0018378,Guillain-Barre Syndrome,['Disease or Syndrome'],GUILLAIN-BARRE,GUILLAIN-BARRE,Admission,
C4521699,Dysfunction of cardiac pacemaker lead,['Pathologic Function'],LEAD FAILURE\LEAD & DEVICE EXTRACTION LEFT SIDED SYSTEM ? PACEMAKER REIMPLANT ON RIGHT/SDA,LEAD FAILURE\LEAD & DEVICE EXTRACTION LEFT SIDED SYSTEM ? PACEMAKER REIMPLANT ON RIGHT/SDA,Admission,
C1303258,Acute ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],N. STEMI,N. STEMI,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS\RE-DO STERNOTOMY,AORTIC STENOSIS\RE-DO STERNOTOMY,Admission,
C3665390,Coronary artery arising from main pulmonary artery,['Congenital Abnormality'], REMOVAL OF STENT FROM RIGHT MAIN PULMONARY ARTERY, REMOVAL OF STENT FROM RIGHT MAIN PULMONARY ARTERY,Admission,
C0435334,"Closed fracture of mandible, angle of jaw",['Injury or Poisoning'],JAW FRACTURE,JAW FRACTURE,Admission,
C1277610,Suspected brain tumor,['Finding'],SMALL FRONTAL BRAIN TUMOR/SDA,SMALL FRONTAL BRAIN TUMOR/SDA,Admission,
C0243026,Sepsis,['Disease or Syndrome'],URO-SEPSIS,URO-SEPSIS,Admission,
C4041094,History of cancer metastatic to liver,['Finding'],METASTASTIC BREAST CANCER TO LIVER/SDA,METASTASTIC BREAST CANCER TO LIVER/SDA,Admission,
C0521169,Compression fracture,['Pathologic Function'],COMPRESSION FRACTURE/SDA,COMPRESSION FRACTURE/SDA,Admission,
C0151744,Myocardial Ischemia,['Disease or Syndrome'],ISCHEMIA\CARDIAC CATH,ISCHEMIA\CARDIAC CATH,Admission,
C0030299,Pancreatic Pseudocyst,['Disease or Syndrome'],"ETOH WITHDRAWAL, ACUTE PANCREATITIS, PANCREATIC PSEUDOCYST, FEVER, COPD","ETOH WITHDRAWAL, ACUTE PANCREATITIS, PANCREATIC PSEUDOCYST, FEVER, COPD",Admission,
C0740406,Incarcerated hernia,['Acquired Abnormality'],SBP VS INCARCERATED HERNIA,SBP VS INCARCERATED HERNIA,Admission,
C2184250,Localized swelling of left lower leg,['Finding'],LEFT KNEE OSTEOARTROSIS UNSPECIFICED RATHER GENERALIZED OR LOCALIZED INVOLVING LOWER LEG/SDA,LEFT KNEE OSTEOARTROSIS UNSPECIFICED RATHER GENERALIZED OR LOCALIZED INVOLVING LOWER LEG/SDA,Admission,
C1737264,Recurrent ventricular tachycardia,['Pathologic Function'],RECURRENT VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION /SDA,RECURRENT VENTRICULAR TACHYCARDIA\VENTRICULAR TACHYCARDIA ABLATION /SDA,Admission,
C0028643,Numbness,['Sign or Symptom'],LEFT LEG NUMBNESS,LEFT LEG NUMBNESS,Admission,
C1145670,Respiratory Failure,['Disease or Syndrome'],RESPIRATORY FAILURE/TRACHEAL INJURY,RESPIRATORY FAILURE/TRACHEAL INJURY,Admission,
C0154648,Sarcoid meningitis,['Disease or Syndrome'],SARCOID FLARE,SARCOID FLARE,Admission,
C0857807,Accidental ingestion,['Injury or Poisoning'],CHRONIC TYLENOL INGESTION,CHRONIC TYLENOL INGESTION,Admission,
C0349421,Respiratory arrest preceding cardiac arrest,['Disease or Syndrome'],A/P ARREST,A/P ARREST,Admission,
C0042510,Ventricular Fibrillation,['Disease or Syndrome'],STATUS POST VENTRICULAR FIBRILLATION ARREST\LET HEART CATHETERIZATION,STATUS POST VENTRICULAR FIBRILLATION ARREST\LET HEART CATHETERIZATION,Admission,
C0005411,Biliary Atresia,['Congenital Abnormality'],BILIARY DILITATION,BILIARY DILITATION,Admission,
C0004238,Atrial Fibrillation,['Disease or Syndrome'],RECURRENT ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,RECURRENT ATRIAL FIBRILLATION\PULMONARY VEIN ISOLATION  **REMOTE WEST**/SDA,Admission,
C0003507,Aortic Valve Stenosis,['Pathologic Function'],AORTIC STENOSIS \AORTIC VALVE REPLACEMENT /SDA,AORTIC STENOSIS \AORTIC VALVE REPLACEMENT /SDA,Admission,
C0000833,Abscess,['Disease or Syndrome'],? ABSCESS,? ABSCESS,Admission,
C0026683,Mucocele,['Anatomical Abnormality'],MUCOCELE/SDA,MUCOCELE/SDA,Admission,
C0340359,Prosthetic valve endocarditis,['Disease or Syndrome'],PROSTETIC VALVE ENDOCARDITIS,PROSTETIC VALVE ENDOCARDITIS,Admission,
C4510957,Dissection of ascending aorta and aortic arch,['Disease or Syndrome'],AORTIC DISSECTION\ASCENDING AORTA REPLACEMENT,AORTIC DISSECTION\ASCENDING AORTA REPLACEMENT,Admission,
C2881968,Otorrhea of right ear,['Finding'],CSF OTORRHEA RIGHT EAR/SDA,CSF OTORRHEA RIGHT EAR/SDA,Admission,
C2315690,Compartment syndrome of abdomen due to traumatic injury,['Disease or Syndrome'],COMPARTMENT SYNDROME OF THE ABDOMEN,COMPARTMENT SYNDROME OF THE ABDOMEN,Admission,
C0699828,Serotonin Syndrome,['Injury or Poisoning'], ? SEROTONIN SYNDROME, ? SEROTONIN SYNDROME,Admission,
C1299434,Significant coronary bypass graft disease,['Disease or Syndrome'],CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT x4 /SDA,CORONARY ARTERY DISEASE\CORONARY ARTERY BYPASS GRAFT x4 /SDA,Admission,
C0026771,Multiple Trauma,['Injury or Poisoning'],POLY-TRAUMA,POLY-TRAUMA,Admission,
C1265615,Specimen unsatisfactory for evaluation,['Finding'],EVALUATION FOR LYMPHOMA,EVALUATION FOR LYMPHOMA,Admission,
C0016196,Flail Chest,['Injury or Poisoning'],FLAIL CHEST,FLAIL CHEST,Admission,
C1956346,Coronary Artery Disease,['Disease or Syndrome'],R/O CORONARY ARTERY DISEASE,R/O CORONARY ARTERY DISEASE,Admission,
C0026266,Mitral Valve Insufficiency,['Disease or Syndrome'],MITRAL INSUFFICIENCY\MITRAL VALVE REPAIR VS REPLACEMENT /SDA,MITRAL INSUFFICIENCY\MITRAL VALVE REPAIR VS REPLACEMENT /SDA,Admission,
C1277624,Suspected UTI (urinary tract infection),['Finding'],RAPID AFIB UTI,RAPID AFIB UTI,Admission,
C0043202,Wolff-Parkinson-White Syndrome,['Disease or Syndrome'],WOLFF PARKINSON WHITE SYNDROME,WOLFF PARKINSON WHITE SYNDROME,Admission,
C4038599,History of cancer of floor of mouth,['Finding'],RIGHT FLOOR OF MOUTH CANCER/SDA,RIGHT FLOOR OF MOUTH CANCER/SDA,Admission,
C4706714,Thrombosis of left iliac artery,['Pathologic Function'],STATUS POST LEFT ILIAC ARTERY SURGERY,STATUS POST LEFT ILIAC ARTERY SURGERY,Admission,
C0877425,Mass of pancreas,['Finding'], ? PANCREATIC MASS, ? PANCREATIC MASS,Admission,
C0428830,Coronary graft stenosis,['Disease or Syndrome'],"AORTIC STENOSIS\AVR, ? CORONARY ARTERY BYPASS GRAFT ","AORTIC STENOSIS\AVR, ? CORONARY ARTERY BYPASS GRAFT ",Admission,
C1265782,Multiple diverticula,['Anatomical Abnormality'],PERFORATED DIVERTICULA,PERFORATED DIVERTICULA,Admission,
C0243026,Sepsis,['Disease or Syndrome'],"OVERDOSE, SEPSIS","OVERDOSE, SEPSIS",Admission,
C0020649,Hypotension,['Finding'],SZ/HYPOTENSION,SZ/HYPOTENSION,Admission,
C0080178,Spina Bifida,['Congenital Abnormality'],SPINA BIFIDA,SPINA BIFIDA,Admission,
C0023223,Leg Ulcer,['Disease or Syndrome'],LEG ULCERS,LEG ULCERS,Admission,
C0032227,Pleural effusion (disorder),['Disease or Syndrome'],RECURRENT PLEURAL EFFUSION,RECURRENT PLEURAL EFFUSION,Admission,
C0085605,Liver Failure,['Disease or Syndrome'],FULIMANT LIVER FAILURE,FULIMANT LIVER FAILURE,Admission,
C0014854,Esophageal diverticulum,['Anatomical Abnormality'],ESOPHAGEAL DIVERTICULUM/SDA,ESOPHAGEAL DIVERTICULUM/SDA,Admission,
C0005586,Bipolar Disorder,['Mental or Behavioral Dysfunction'], BIPOLAR, BIPOLAR,Admission,
C0344315,Depressed mood,['Mental or Behavioral Dysfunction'],DEPRESSED,DEPRESSED,Admission,
C0020255,Hydrocephalus,['Disease or Syndrome'],HYDROCEPHALUS/VP MALFUNTION,HYDROCEPHALUS/VP MALFUNTION,Admission,
C1276061,Acute non-ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'], NON ST ELEVATION MI, NON ST ELEVATION MI,Admission,
C0023895,Liver diseases,['Disease or Syndrome'],LIVER AND RENAL DISEASE,LIVER AND RENAL DISEASE,Admission,
C0237231,Questionable explanation of injury,['Finding'],QUESTION OF SEIZURES,QUESTION OF SEIZURES,Admission,
C0001339,"Pancreatitis, Acute",['Disease or Syndrome'],ACUTE,ACUTE,Admission,
C0948008,Ischemic stroke,['Disease or Syndrome'],ACUTE ISCHEMIC STROKE,ACUTE ISCHEMIC STROKE,Admission,
C0041909,Upper gastrointestinal hemorrhage,['Pathologic Function'],UPPER GI BLEED ,UPPER GI BLEED ,Admission,
C0155773,Portal Vein Thrombosis,['Disease or Syndrome'],PVT,PVT,Admission,
C0340574,Superficial femoral artery stenosis,['Pathologic Function'],SEVERE RIGHT SUPERFICIAL FEMORAL ARTERY STENOSIS\RIGHT LOWER EXTREMITY ANGIOGRAM,SEVERE RIGHT SUPERFICIAL FEMORAL ARTERY STENOSIS\RIGHT LOWER EXTREMITY ANGIOGRAM,Admission,
C0003492,Aortic coarctation,['Congenital Abnormality'],AORTIC VEGATATION,AORTIC VEGATATION,Admission,
C4520238,Atherosclerosis of bypass graft of left lower limb with intermittent claudication,['Finding'],ATHEROSCLEROSIS WITH CLAUDICATION,ATHEROSCLEROSIS WITH CLAUDICATION,Admission,
C0452077,Fracture of skull and facial bones,['Injury or Poisoning'],ICH AND FACIAL FRACTURES,ICH AND FACIAL FRACTURES,Admission,
C3531770,Right carotid artery stenosis,['Anatomical Abnormality'],RIGHT CAROTID STENOSIS\RIGHT CAROTID ANGIOGRAM,RIGHT CAROTID STENOSIS\RIGHT CAROTID ANGIOGRAM,Admission,
C0267797,Acute hepatitis,['Disease or Syndrome'],ACUTE HEPATITIS,ACUTE HEPATITIS,Admission,
C0751001,"Aneurysm, Basilar Artery",['Disease or Syndrome'],BASILAR ANEURYSM/SDA,BASILAR ANEURYSM/SDA,Admission,
C3661951,Asthma with irreversible airway obstruction,['Disease or Syndrome'],AIRWAY OBSTRUCTION\RIGID BRONCHOSCOPY WITH TUMOR DEBRIDEMENT ,AIRWAY OBSTRUCTION\RIGID BRONCHOSCOPY WITH TUMOR DEBRIDEMENT ,Admission,
C0003504,Aortic Valve Insufficiency,['Disease or Syndrome'],AORTIC INSUFFICIENCY\RE-DO STERNOTOMY,AORTIC INSUFFICIENCY\RE-DO STERNOTOMY,Admission,
C0028643,Numbness,['Sign or Symptom'],NUMBNESS IN LIP,NUMBNESS IN LIP,Admission,
C0242184,Hypoxia,['Pathologic Function'],"EPISTAXIX,HYPOXIA","EPISTAXIX,HYPOXIA",Admission,
C0474496,"Diarrhea and vomiting, symptom",['Sign or Symptom'],VOMITING AND DIARRHEA,VOMITING AND DIARRHEA,Admission,
C0573230,Accidental overdose by calcium channel blocker,['Injury or Poisoning'],CALCIUM CHANNEL BLOCKER OVERDOSE,CALCIUM CHANNEL BLOCKER OVERDOSE,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],RULE IN MYOCARDIAL INFARCTION,RULE IN MYOCARDIAL INFARCTION,Admission,
C1274265,Retro-auricular cysts (hidradenitis),['Disease or Syndrome'],RETRO ORBITAL ABCESS,RETRO ORBITAL ABCESS,Admission,
C0425029,Severe disablement allowance,['Finding'],IPMT/SDA,IPMT/SDA,Admission,
C0455347,No family history of stroke and/or transient ischemic attack,['Finding'],STROKE /TIA,STROKE /TIA,Admission,
C5767691,Ischemic ulcer of left foot due to atherosclerotic disease,['Disease or Syndrome'],ISCHEMIC ULCER LEFT FOOT,ISCHEMIC ULCER LEFT FOOT,Admission,
C0347780,Fracture of thoracic spine,['Injury or Poisoning'],THORACIC SPINE FRACTURE,THORACIC SPINE FRACTURE,Admission,
C5230984,Amputated toe of left foot,['Finding'],NECROTIC TOE LEFT FOOT,NECROTIC TOE LEFT FOOT,Admission,
C4273869,Intestinal metaplasia of gastric cardia,['Disease or Syndrome'],GASTRIC CARDIA/SDA,GASTRIC CARDIA/SDA,Admission,
C0340574,Superficial femoral artery stenosis,['Pathologic Function'],SUPERFICIAL FEMORAL ARTERY STENOSIS,SUPERFICIAL FEMORAL ARTERY STENOSIS,Admission,
C1997490,History of placement of stent in circumflex branch of left coronary artery,['Finding'],CORONARY ARTERY DISEASE\ANGIOPLATY W/ STENT PLACEMENT OF LEFT CIRCUMFLEX,CORONARY ARTERY DISEASE\ANGIOPLATY W/ STENT PLACEMENT OF LEFT CIRCUMFLEX,Admission,
C0003857,Congenital arteriovenous malformation,['Congenital Abnormality'],BRAIN AVM,BRAIN AVM,Admission,
C0002940,Aneurysm,['Pathologic Function'],ACA ANEURYSM,ACA ANEURYSM,Admission,
C4510231,Congenital bilateral pes planus,['Congenital Abnormality'],BILATERAL PES,BILATERAL PES,Admission,
C0030305,Pancreatitis,['Disease or Syndrome'],"PANCREATITIS, ETOH WITHDRAWAL","PANCREATITIS, ETOH WITHDRAWAL",Admission,
C1458140,Bleeding tendency,['Pathologic Function'],BLEEDING DISORDER,BLEEDING DISORDER,Admission,
C4324739,EBV positive mucocutaneous ulcer,['Disease or Syndrome'],EBV,EBV,Admission,
C0025289,Meningitis,['Disease or Syndrome'], MENINGITIS, MENINGITIS,Admission,
C0008031,Chest Pain,['Sign or Symptom'],CHEST PAIN/DYSPNEA,CHEST PAIN/DYSPNEA,Admission,
C1318968,Pre-op diagnosis,['Finding'],PRE OP,PRE OP,Admission,
C0002962,Angina Pectoris,['Sign or Symptom'],ANGINA PECTORIS\LEFT HEART CATHETERIZATION,ANGINA PECTORIS\LEFT HEART CATHETERIZATION,Admission,
C1318968,Pre-op diagnosis,['Finding'],PRE OP LIVER TX,PRE OP LIVER TX,Admission,
C3494562,History of replacement of ascending aorta,['Finding'], REPLACEMENT ASCENDING AORTA, REPLACEMENT ASCENDING AORTA,Admission,
C0026266,Mitral Valve Insufficiency,['Disease or Syndrome'],MITRAL INSUFFICIENCY\RE STERNOTOMY VS RIGHT THORACOTOMY,MITRAL INSUFFICIENCY\RE STERNOTOMY VS RIGHT THORACOTOMY,Admission,
C0277946,Increased leg circumference,['Sign or Symptom'],INCREASING LEG WEAKNESS,INCREASING LEG WEAKNESS,Admission,
C0425029,Severe disablement allowance,['Finding'],ESOPHAGEAL CENCER/SDA,ESOPHAGEAL CENCER/SDA,Admission,
C2937358,Cerebral Hemorrhage,['Pathologic Function'],"S/P ASSAULT, ICH","S/P ASSAULT, ICH",Admission,
C0151766,Liver function tests abnormal finding,['Finding'],ELEVATED LIVER FUNCTION TESTS,ELEVATED LIVER FUNCTION TESTS,Admission,
C0036572,Seizures,['Sign or Symptom'],SEIZURES AND SKULLTUMOR,SEIZURES AND SKULLTUMOR,Admission,
C4280839,Ischemia of bilateral lower limbs,['Disease or Syndrome'],ISCHEMIA BILATERAL LEGS,ISCHEMIA BILATERAL LEGS,Admission,
C0085096,Peripheral Vascular Diseases,['Disease or Syndrome'],PERIPHERAL VASCULAR DISEASE\BILATERAL LEG ANGIOGRAM,PERIPHERAL VASCULAR DISEASE\BILATERAL LEG ANGIOGRAM,Admission,
C0002962,Angina Pectoris,['Sign or Symptom'],ANGINA\CARDIAC CATHETERIZATION,ANGINA\CARDIAC CATHETERIZATION,Admission,
C2315385,Acute rejection of bone marrow transplant,['Pathologic Function'],(AML) ACUTE MYELOGENOUS LEUKEMIA\BONE MARROW TRANSPLANT, ACUTE MYELOGENOUS LEUKEMIA\BONE MARROW TRANSPLANT,Admission,
C0151699,Intracranial Hemorrhage,['Pathologic Function'],LEFT FRONTAL INTRACRANIAL HEMORRHAGE,LEFT FRONTAL INTRACRANIAL HEMORRHAGE,Admission,
C3532827,Thrombus of left atrium,['Finding'],LEFT ATRIAL THROMBUS,LEFT ATRIAL THROMBUS,Admission,
C0018801,Heart failure,['Disease or Syndrome'],RECURRENT CONJESTIVE HEART FAILURE,RECURRENT CONJESTIVE HEART FAILURE,Admission,
C0232197,Fibrillation,['Disease or Syndrome'],ATRAIL FIBRILLATION,ATRAIL FIBRILLATION,Admission,
C0232693,Bowel sounds,['Finding'],FERORATED BOWEL,FERORATED BOWEL,Admission,
C0231807,Dyspnea on exertion,['Sign or Symptom'],DYSPNEA ON EXERTION\RIGHT AND LEFT HEART CATH,DYSPNEA ON EXERTION\RIGHT AND LEFT HEART CATH,Admission,
C0425029,Severe disablement allowance,['Finding'],SKULL METASTASIS/SDA,SKULL METASTASIS/SDA,Admission,
C0553686,Cerebral herniation,['Anatomical Abnormality'],ICH WITH HERNIATION,ICH WITH HERNIATION,Admission,
C1565489,Renal Insufficiency,['Disease or Syndrome'],"NEPHROLITHIASIS, RENAL INSUFFICIENCY","NEPHROLITHIASIS, RENAL INSUFFICIENCY",Admission,
C0151602,Facial swelling (finding),['Finding'],R. FACIAL SWELLING/ R. MANDIBULAR REPAIR,R. FACIAL SWELLING/ R. MANDIBULAR REPAIR,Admission,
C0003962,Ascites,['Disease or Syndrome'],ASCITES LEAK,ASCITES LEAK,Admission,
C0745744,End Stage Liver Disease,['Disease or Syndrome'],END-STAGE LIVE DISEASE,END-STAGE LIVE DISEASE,Admission,
C0031350,Pharyngitis,['Disease or Syndrome'],PHARYNGITIS,PHARYNGITIS,Admission,
C0085083,Ovarian Hyperstimulation Syndrome,['Disease or Syndrome'],OVARIAN HYPERSTIMULATION,OVARIAN HYPERSTIMULATION,Admission,
C0020625,Hyponatremia,['Disease or Syndrome'],"HYPONATREMIA, EMESIS","HYPONATREMIA, EMESIS",Admission,
C0019080,Hemorrhage,['Pathologic Function'],SUBURAL HEMORRHAGE,SUBURAL HEMORRHAGE,Admission,
C4039242,Excess skin of arm,['Finding'],EXCESS SKIN FROM BILATERAL ARMS,EXCESS SKIN FROM BILATERAL ARMS,Admission,
C0853225,INR Increased,['Finding'], ELEVATED INR, ELEVATED INR,Admission,
C0026269,Mitral Valve Stenosis,['Disease or Syndrome'],MITRAL STENOSIS\REDO/ REDO MITRAL VAVLE REPLACEMENT,MITRAL STENOSIS\REDO/ REDO MITRAL VAVLE REPLACEMENT,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'], ?CORONARY ARTERY BYPASS GRAFT , ?CORONARY ARTERY BYPASS GRAFT ,Admission,
C0031157,Peritonsillar Abscess,['Disease or Syndrome'],PERITONSILLAR ABSESS,PERITONSILLAR ABSESS,Admission,
C0001339,"Pancreatitis, Acute",['Disease or Syndrome'],ACUTE PANCREATITITIS,ACUTE PANCREATITITIS,Admission,
C1299539,Scrotal Infection,['Disease or Syndrome'],SCROTAL INFECTION,SCROTAL INFECTION,Admission,
C0425029,Severe disablement allowance,['Finding'],THORACIC FX/SDA,THORACIC FX/SDA,Admission,
C0008031,Chest Pain,['Sign or Symptom'],CHEST PAIN/NSTEMI,CHEST PAIN/NSTEMI,Admission,
C0040583,Tracheal Stenosis,['Disease or Syndrome'],TRACHEAL BRONCHOMALASIA,TRACHEAL BRONCHOMALASIA,Admission,
C0232693,Bowel sounds,['Finding'],BOWEL OBTRUCTION,BOWEL OBTRUCTION,Admission,
C0027498,Nausea and vomiting,['Sign or Symptom'],"NAUSEA, VOMITTING","NAUSEA, VOMITTING",Admission,
C0581375,Double coronary vessel disease,['Disease or Syndrome'],THREE VESSEL CORONARY DISEASE,THREE VESSEL CORONARY DISEASE,Admission,
C1827691,Refractory frontal lobe epilepsy,['Disease or Syndrome'],INTRACTABLE FRONTAL LOBE SEIZURES,INTRACTABLE FRONTAL LOBE SEIZURES,Admission,
C0018801,Heart failure,['Disease or Syndrome'],RESPIRAORY FAILURE,RESPIRAORY FAILURE,Admission,
C0027051,Myocardial Infarction,['Disease or Syndrome'],R/O MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,R/O MYOCARDIAL INFARCTION\LEFT HEART CATHETERIZATION,Admission,
C0497156,Lymphadenopathy,['Disease or Syndrome'], LYMPHADENOPATHY, LYMPHADENOPATHY,Admission,
C0156215,Perforation of gallbladder,['Injury or Poisoning'],PERFORATED GALLBLADDER/SDA,PERFORATED GALLBLADDER/SDA,Admission,
C0018946,"Hematoma, Subdural",['Pathologic Function'],SUBDURAL HAMATOMA,SUBDURAL HAMATOMA,Admission,
C0206062,"Lung Diseases, Interstitial",['Disease or Syndrome'],INTERSTIAL LUNG DISEASE,INTERSTIAL LUNG DISEASE,Admission,
C0007193,"Cardiomyopathy, Dilated",['Disease or Syndrome'], CARDIOMYOPATHY, CARDIOMYOPATHY,Admission,
C1276061,Acute non-ST segment elevation myocardial infarction (disorder),['Disease or Syndrome'],R/O ST SEGMENT MI,R/O ST SEGMENT MI,Admission,
C0018944,Hematoma,['Pathologic Function'],SUDURAL HEMATOMA/SDA,SUDURAL HEMATOMA/SDA,Admission,
C0239293,Esophageal bleeding,['Pathologic Function'],"SEPSIS, GI BLEED, ESOPHAGEAL CA","SEPSIS, GI BLEED, ESOPHAGEAL CA",Admission,
C5439136,Paroxysmal atrial fibrillation with rapid ventricular response,['Disease or Syndrome'],AFIB RVR,AFIB RVR,Admission,
C1319321,Coronary artery bypass graft occlusion,['Finding'],? CORONARY ARTERY BYPASS GRAFT  /SDA,? CORONARY ARTERY BYPASS GRAFT  /SDA,Admission,
C4303624,Closed right shoulder dislocation,['Injury or Poisoning'],RIGHT SHOULDER DISLOCATION,RIGHT SHOULDER DISLOCATION,Admission,
C0422937,Ulnar nerve finding,['Finding'],ULNAR NERVE INVOLVEMENT,ULNAR NERVE INVOLVEMENT,Admission,
C0159658,Fracture of clavicle,['Injury or Poisoning'],CLAVICLE FRACTURE,CLAVICLE FRACTURE,Admission,
C0561346,Stab wound of chest,['Injury or Poisoning'],STAB WOUND CHEST,STAB WOUND CHEST,Admission,
C0340432,Sarcoid heart muscle disease,['Disease or Syndrome'],3RD DEGREE HEART BLOCK SARCOID,3RD DEGREE HEART BLOCK SARCOID,Admission,
C0007815,Cerebrospinal Fluid Rhinorrhea,['Disease or Syndrome'],CSF RHINORRHEA,CSF RHINORRHEA,Admission,
C0152025,Polyneuropathy,['Disease or Syndrome'],POLYNEUROPATHY,POLYNEUROPATHY,Admission,
